lat;lon;validdate;t_2m:F;dew_point_002m:F;t_apparent:F;visibility:km;wind_speed_10m:mph;wind_gusts_10m_1h:mph;wind_dir_10m:d;prob_precip_1h:p;precip_1h:mm;tstorm_warning_1h:idx
32.36;-89.47;2023-07-09T12:00:00Z;73.8;72.6;81.3;13.6;6.2;21.7;222.1;1.0;0.00;0
32.36;-89.47;2023-07-09T13:00:00Z;76.8;74.5;86.8;16.5;5.2;21.7;252.8;1.0;0.00;0
32.36;-89.47;2023-07-09T14:00:00Z;78.6;75.0;89.3;17.7;8.9;21.6;263.9;1.0;0.00;0
32.36;-89.47;2023-07-09T15:00:00Z;80.3;75.0;93.5;26.0;7.8;18.8;270.3;1.0;0.00;0
32.36;-89.47;2023-07-09T16:00:00Z;84.3;75.1;100.7;25.1;6.3;18.4;271.0;1.0;0.00;0
32.36;-89.47;2023-07-09T17:00:00Z;87.0;75.3;104.9;32.4;6.7;12.7;262.8;1.0;0.00;0
32.36;-89.47;2023-07-09T18:00:00Z;89.0;73.7;105.3;33.5;7.2;11.4;267.8;10.4;0.34;1
32.36;-89.47;2023-07-09T19:00:00Z;88.7;72.7;101.9;15.3;6.9;11.4;274.6;4.7;0.12;0
32.36;-89.47;2023-07-09T20:00:00Z;85.5;73.8;97.9;18.5;5.1;10.8;286.4;31.8;1.01;0
32.36;-89.47;2023-07-09T21:00:00Z;84.6;74.1;94.2;22.8;3.8;10.2;226.9;59.8;1.51;0
32.36;-89.47;2023-07-09T22:00:00Z;76.3;74.0;84.2;4.3;6.8;14.7;265.6;89.8;10.44;1
32.36;-89.47;2023-07-09T23:00:00Z;75.5;73.8;83.4;7.9;3.8;14.7;205.0;9.5;0.35;0
32.36;-89.47;2023-07-10T00:00:00Z;75.7;74.0;84.0;15.5;1.3;7.0;181.9;1.0;0.00;0
32.36;-89.47;2023-07-10T01:00:00Z;75.1;74.2;82.4;16.7;1.6;6.2;174.7;1.0;0.00;0
32.36;-89.47;2023-07-10T02:00:00Z;74.6;73.8;81.1;15.6;3.6;11.2;193.4;1.0;0.00;0
32.36;-89.47;2023-07-10T03:00:00Z;74.3;73.7;80.5;15.8;5.1;13.8;176.2;1.0;0.00;0
32.36;-89.47;2023-07-10T04:00:00Z;74.2;73.4;79.9;15.8;6.8;17.4;178.7;1.0;0.00;0
32.36;-89.47;2023-07-10T05:00:00Z;74.2;73.5;79.9;15.8;7.2;21.5;195.5;1.0;0.00;0
32.36;-89.47;2023-07-10T06:00:00Z;74.2;73.6;80.0;15.8;7.0;22.6;192.2;1.0;0.00;0
32.36;-89.47;2023-07-10T07:00:00Z;74.3;73.7;80.0;15.8;7.9;26.3;208.7;1.0;0.00;0
32.36;-89.47;2023-07-10T08:00:00Z;73.2;73.1;79.6;2.1;4.9;26.3;263.2;95.0;9.89;1
32.36;-89.47;2023-07-10T09:00:00Z;73.0;72.7;78.7;1.7;7.6;29.5;224.3;95.0;5.17;1
32.36;-89.47;2023-07-10T10:00:00Z;73.2;72.6;78.1;6.5;11.7;32.4;252.4;3.8;0.07;0
32.36;-89.47;2023-07-10T11:00:00Z;72.8;72.1;77.7;11.2;10.4;32.4;256.0;1.0;0.00;0
32.36;-89.47;2023-07-10T12:00:00Z;73.1;72.3;78.6;11.7;10.7;31.9;264.1;1.0;0.00;0
32.36;-89.47;2023-07-10T13:00:00Z;73.5;72.2;79.9;13.3;9.8;29.5;270.2;1.0;0.00;0
32.36;-89.47;2023-07-10T14:00:00Z;74.5;72.5;81.5;12.6;10.8;25.9;283.0;3.5;0.05;0
32.36;-89.47;2023-07-10T15:00:00Z;75.1;72.7;84.6;11.2;9.3;23.4;296.6;6.8;0.13;0
32.36;-89.47;2023-07-10T16:00:00Z;78.9;72.9;91.5;21.6;8.8;20.3;291.7;7.5;0.18;0
32.36;-89.47;2023-07-10T17:00:00Z;82.0;72.1;97.6;12.8;10.2;18.4;296.2;3.5;0.25;0
32.36;-89.47;2023-07-10T18:00:00Z;85.6;71.5;102.7;14.1;9.3;18.3;297.2;1.0;0.08;0
32.36;-89.47;2023-07-10T19:00:00Z;86.9;71.0;102.9;16.6;8.5;15.6;298.2;1.0;0.00;0
32.36;-89.47;2023-07-10T20:00:00Z;87.7;70.7;102.1;25.9;7.7;13.8;302.3;1.0;0.00;0
32.36;-89.47;2023-07-10T21:00:00Z;88.0;70.3;100.1;28.5;7.3;12.8;308.7;1.0;0.00;0
32.36;-89.47;2023-07-10T22:00:00Z;87.5;70.3;96.8;34.1;6.3;12.1;314.8;1.0;0.00;0
32.36;-89.47;2023-07-10T23:00:00Z;86.2;70.8;92.7;34.1;5.4;10.6;313.2;1.0;0.00;0
32.36;-89.47;2023-07-11T00:00:00Z;83.8;72.8;88.7;32.4;4.0;9.8;319.1;1.0;0.00;0
32.36;-89.47;2023-07-11T01:00:00Z;80.5;72.7;84.1;30.3;4.0;9.5;332.6;1.0;0.00;0
32.36;-89.47;2023-07-11T02:00:00Z;78.5;72.1;82.3;30.3;4.7;10.1;346.0;1.0;0.00;0
32.36;-89.47;2023-07-11T03:00:00Z;77.1;72.1;81.3;26.9;4.8;10.1;2.6;1.0;0.00;0
32.36;-89.47;2023-07-11T04:00:00Z;76.0;72.3;80.7;24.6;4.7;9.9;19.6;1.0;0.00;0
32.36;-89.47;2023-07-11T05:00:00Z;74.9;72.2;80.2;22.6;4.0;9.8;36.4;1.0;0.00;0
32.36;-89.47;2023-07-11T06:00:00Z;73.5;71.7;79.5;21.8;3.2;9.0;43.2;1.0;0.00;0
32.36;-89.47;2023-07-11T07:00:00Z;73.0;71.5;79.4;20.1;2.5;6.6;33.7;1.0;0.00;0
32.36;-89.47;2023-07-11T08:00:00Z;72.5;71.3;79.4;18.4;1.8;4.7;8.9;1.0;0.00;0
32.36;-89.47;2023-07-11T09:00:00Z;72.1;71.1;79.6;16.7;1.1;3.1;312.0;1.0;0.00;0
32.36;-89.47;2023-07-11T10:00:00Z;72.1;71.2;79.5;15.1;1.2;2.8;287.8;1.0;0.00;0
32.36;-89.47;2023-07-11T11:00:00Z;72.1;71.3;79.5;13.4;1.3;3.1;266.5;1.0;0.00;0
32.36;-89.47;2023-07-11T12:00:00Z;72.1;71.4;81.4;11.8;1.5;3.4;251.6;1.0;0.00;0
32.36;-89.47;2023-07-11T13:00:00Z;76.1;71.3;86.5;18.7;2.5;5.3;277.9;1.0;0.00;0
32.36;-89.47;2023-07-11T14:00:00Z;80.2;71.3;92.3;25.5;3.5;6.6;289.1;1.0;0.00;0
32.36;-89.47;2023-07-11T15:00:00Z;84.2;71.2;98.2;32.4;4.5;7.5;294.8;1.0;0.00;0
32.36;-89.47;2023-07-11T16:00:00Z;85.8;69.9;101.5;33.5;4.6;7.5;297.7;1.0;0.00;0
32.36;-89.47;2023-07-11T17:00:00Z;87.5;68.5;104.1;34.6;4.6;7.3;300.7;1.0;0.00;0
32.36;-89.47;2023-07-11T18:00:00Z;89.2;67.2;105.9;35.8;4.7;7.2;303.5;1.0;0.00;0
32.36;-89.47;2023-07-11T19:00:00Z;90.0;66.5;106.1;37.0;4.4;7.0;299.3;1.0;0.00;0
32.36;-89.47;2023-07-11T20:00:00Z;90.8;65.8;105.2;38.2;4.2;6.5;294.5;1.0;0.00;0
32.36;-89.47;2023-07-11T21:00:00Z;91.6;65.1;103.2;39.4;4.0;6.1;289.2;1.0;0.00;0
32.36;-89.47;2023-07-11T22:00:00Z;89.5;67.0;98.7;37.7;4.4;6.9;277.3;1.0;0.00;0
32.36;-89.47;2023-07-11T23:00:00Z;87.4;68.9;93.8;36.0;4.7;8.4;267.2;1.0;0.00;0
32.36;-89.47;2023-07-12T00:00:00Z;85.4;70.7;89.2;34.3;5.1;9.9;258.9;1.0;0.00;0
32.36;-89.47;2023-07-12T01:00:00Z;82.5;69.8;84.2;33.3;4.8;9.9;282.3;1.0;0.00;0
32.36;-89.47;2023-07-12T02:00:00Z;79.6;68.9;81.6;32.3;4.5;9.7;325.9;1.0;0.00;0
32.36;-89.47;2023-07-12T03:00:00Z;76.8;68.0;79.3;31.3;4.2;9.4;0.4;1.0;0.00;0
32.36;-89.47;2023-07-12T04:00:00Z;75.8;67.8;78.5;31.0;4.3;9.6;20.3;1.0;0.00;0
32.36;-89.47;2023-07-12T05:00:00Z;74.9;67.5;77.7;30.8;4.5;10.0;41.0;1.0;0.00;0
32.36;-89.47;2023-07-12T06:00:00Z;73.9;67.3;76.9;30.6;4.6;10.4;58.0;1.0;0.00;0
32.36;-89.47;2023-07-12T07:00:00Z;73.4;67.5;76.8;29.6;4.2;10.4;70.1;1.0;0.00;0
32.36;-89.47;2023-07-12T08:00:00Z;72.9;67.7;76.7;28.7;3.8;9.8;86.2;1.0;0.00;0
32.36;-89.47;2023-07-12T09:00:00Z;72.4;67.9;76.6;27.8;3.4;9.2;105.0;1.0;0.00;0
32.36;-89.47;2023-07-12T10:00:00Z;72.5;68.1;76.8;26.9;3.4;8.6;134.4;1.0;0.00;0
32.36;-89.47;2023-07-12T11:00:00Z;72.6;68.4;77.0;26.1;3.4;7.5;181.8;1.0;0.00;0
32.36;-89.47;2023-07-12T12:00:00Z;72.6;68.7;79.3;25.2;3.4;6.5;210.6;1.0;0.00;0
32.36;-89.47;2023-07-12T13:00:00Z;77.2;70.3;86.3;27.6;3.9;6.3;230.6;1.0;0.00;0
32.36;-89.47;2023-07-12T14:00:00Z;81.7;71.9;93.4;30.1;4.4;7.9;247.0;1.0;0.00;0
32.36;-89.47;2023-07-12T15:00:00Z;86.3;73.5;100.1;32.5;4.9;9.5;259.0;1.0;0.00;0
32.36;-89.47;2023-07-12T16:00:00Z;87.8;74.2;103.5;33.0;4.9;9.5;257.7;1.0;0.06;0
32.36;-89.47;2023-07-12T17:00:00Z;89.3;74.9;105.8;33.5;4.8;8.8;256.4;1.0;0.06;0
32.36;-89.47;2023-07-12T18:00:00Z;90.8;75.6;107.2;33.9;4.8;8.1;255.0;1.0;0.06;0
32.36;-89.47;2023-07-12T19:00:00Z;89.8;75.4;105.4;28.1;5.0;8.1;265.6;3.5;0.17;0
32.36;-89.47;2023-07-12T20:00:00Z;88.8;75.1;102.9;22.3;5.2;8.7;275.5;4.3;0.17;0
32.36;-89.47;2023-07-12T21:00:00Z;87.8;74.8;99.9;16.5;5.4;9.2;284.4;5.1;0.17;0
32.36;-89.47;2023-07-12T22:00:00Z;87.3;75.9;97.5;21.2;4.6;9.2;278.1;1.0;0.00;0
32.36;-89.47;2023-07-12T23:00:00Z;86.8;76.9;94.6;25.9;3.8;8.5;269.1;1.0;0.00;0
32.36;-89.47;2023-07-13T00:00:00Z;86.3;78.0;92.2;30.5;3.1;7.3;255.7;1.0;0.00;0
32.36;-89.47;2023-07-13T01:00:00Z;83.3;77.6;88.5;24.9;2.4;6.0;245.9;1.0;0.00;0
32.36;-89.47;2023-07-13T02:00:00Z;80.3;77.2;86.7;19.2;1.8;5.9;210.6;1.0;0.00;0
32.36;-89.47;2023-07-13T03:00:00Z;77.3;76.8;85.3;13.6;1.1;5.5;134.8;1.0;0.00;0
32.36;-89.47;2023-07-13T04:00:00Z;77.2;76.6;84.4;14.4;2.7;8.5;172.0;1.0;0.00;0
32.36;-89.47;2023-07-13T05:00:00Z;77.1;76.4;83.9;15.2;4.2;12.4;181.5;1.0;0.00;0
32.36;-89.47;2023-07-13T06:00:00Z;77.0;76.3;83.4;15.9;5.8;15.0;185.6;1.0;0.00;0
32.36;-89.47;2023-07-13T07:00:00Z;76.9;75.9;83.1;17.6;5.8;17.3;197.7;1.0;0.00;0
32.36;-89.47;2023-07-13T08:00:00Z;76.8;75.5;82.8;19.3;5.8;19.8;210.5;1.0;0.00;0
32.36;-89.47;2023-07-13T09:00:00Z;76.7;75.1;82.5;21.0;5.8;22.2;222.6;1.0;0.00;0
32.36;-89.47;2023-07-13T10:00:00Z;77.0;75.1;82.7;21.2;6.2;23.0;229.5;1.0;0.00;0
32.36;-89.47;2023-07-13T11:00:00Z;77.3;75.2;82.8;21.5;6.7;23.8;235.5;1.0;0.00;0
32.36;-89.47;2023-07-13T12:00:00Z;77.6;75.2;84.9;21.8;7.1;24.5;240.8;1.0;0.00;0
32.36;-89.47;2023-07-13T13:00:00Z;80.3;75.2;90.2;25.4;6.8;24.5;248.1;1.0;0.00;0
32.36;-89.47;2023-07-13T14:00:00Z;83.0;75.2;95.5;28.9;6.5;20.6;256.3;1.0;0.00;0
32.36;-89.47;2023-07-13T15:00:00Z;85.7;75.2;100.7;32.4;6.2;17.7;265.2;1.0;0.00;0
32.36;-89.47;2023-07-13T16:00:00Z;87.8;74.5;104.4;33.1;5.4;15.2;260.9;1.0;0.00;0
32.36;-89.47;2023-07-13T17:00:00Z;89.8;73.7;107.2;33.8;4.7;11.3;255.3;1.0;0.00;0
32.36;-89.47;2023-07-13T18:00:00Z;91.9;73.0;108.8;34.5;3.9;8.2;247.6;1.0;0.00;0
32.36;-89.47;2023-07-13T19:00:00Z;92.5;72.9;108.5;34.9;3.8;5.7;252.5;1.0;0.00;0
32.36;-89.47;2023-07-13T20:00:00Z;93.0;72.8;107.4;35.3;3.6;5.5;257.8;1.0;0.00;0
32.36;-89.47;2023-07-13T21:00:00Z;93.6;72.7;105.6;35.7;3.5;5.3;263.5;1.0;0.00;0
32.36;-89.47;2023-07-13T22:00:00Z;92.0;74.2;101.8;34.7;3.5;5.6;239.3;1.0;0.00;0
32.36;-89.47;2023-07-13T23:00:00Z;90.3;75.6;97.8;33.7;3.5;6.1;208.2;1.0;0.00;0
32.36;-89.47;2023-07-14T00:00:00Z;88.6;77.1;94.0;32.7;3.5;6.7;183.8;1.0;0.00;0
32.36;-89.47;2023-07-14T01:00:00Z;85.7;75.8;89.1;31.6;4.1;8.5;181.1;1.0;0.00;0
32.36;-89.47;2023-07-14T02:00:00Z;82.7;74.5;86.3;30.4;4.7;10.4;179.2;1.0;0.00;0
32.36;-89.47;2023-07-14T03:00:00Z;79.7;73.2;83.5;29.2;5.3;11.8;177.7;1.0;0.00;0
32.36;-89.47;2023-07-14T04:00:00Z;79.2;73.2;83.1;28.4;5.7;14.6;193.6;1.0;0.00;0
32.36;-89.47;2023-07-14T05:00:00Z;78.7;73.2;82.7;27.6;6.0;17.3;208.5;1.0;0.00;0
32.36;-89.47;2023-07-14T06:00:00Z;78.2;73.1;82.3;26.8;6.4;20.1;220.8;1.0;0.00;0
32.36;-89.47;2023-07-14T07:00:00Z;77.9;73.2;82.1;26.3;6.7;21.2;223.6;1.0;0.00;0
32.36;-89.47;2023-07-14T08:00:00Z;77.7;73.3;82.0;25.8;7.0;22.3;226.2;1.0;0.00;0
32.36;-89.47;2023-07-14T09:00:00Z;77.5;73.4;81.8;25.3;7.2;23.5;228.5;1.0;0.00;0
32.36;-89.47;2023-07-14T10:00:00Z;77.5;73.4;81.9;25.3;6.8;23.5;233.8;1.0;0.00;0
32.36;-89.47;2023-07-14T11:00:00Z;77.6;73.4;82.1;25.3;6.4;23.1;239.8;1.0;0.00;0
32.36;-89.47;2023-07-14T12:00:00Z;77.7;73.4;84.1;25.2;6.0;22.7;246.6;1.0;0.00;0
32.36;-89.47;2023-07-14T13:00:00Z;80.3;73.7;89.4;27.6;5.9;22.4;247.0;1.0;0.00;0
32.36;-89.47;2023-07-14T14:00:00Z;82.8;74.0;94.7;30.0;5.9;19.4;247.5;1.0;0.00;0
32.36;-89.47;2023-07-14T15:00:00Z;85.4;74.3;99.9;32.4;5.9;16.5;248.0;1.0;0.00;0
32.36;-89.47;2023-07-14T16:00:00Z;88.1;74.2;104.4;33.0;5.6;13.9;251.0;1.0;0.00;0
32.36;-89.47;2023-07-14T17:00:00Z;90.7;74.1;107.8;33.7;5.3;11.8;254.4;1.0;0.00;0
32.36;-89.47;2023-07-14T18:00:00Z;93.3;74.1;109.9;34.4;5.1;9.8;258.1;1.0;0.00;0
32.36;-89.47;2023-07-14T19:00:00Z;92.5;73.9;108.1;33.5;4.3;7.8;268.5;2.3;0.13;0
32.36;-89.47;2023-07-14T20:00:00Z;91.7;73.7;105.7;32.7;3.6;6.6;285.2;3.3;0.13;0
32.36;-89.47;2023-07-14T21:00:00Z;90.9;73.6;102.7;31.9;2.8;5.4;309.3;4.1;0.13;0
32.36;-89.47;2023-07-14T22:00:00Z;90.3;74.7;99.8;32.4;2.2;4.3;317.6;1.0;0.00;0
32.36;-89.47;2023-07-14T23:00:00Z;89.7;75.8;96.9;32.8;1.5;3.5;343.6;1.0;0.00;0
32.36;-89.47;2023-07-15T00:00:00Z;89.1;76.9;94.2;33.2;0.8;2.7;57.6;1.0;0.00;0
32.36;-89.47;2023-07-15T01:00:00Z;87.1;76.7;90.9;30.8;1.0;2.3;57.8;2.3;0.15;0
32.36;-89.47;2023-07-15T02:00:00Z;85.2;76.6;89.5;28.3;1.1;2.7;57.9;2.0;0.15;0
32.36;-89.47;2023-07-15T03:00:00Z;83.2;76.4;88.2;25.8;1.3;3.3;58.0;1.0;0.15;0
32.36;-89.47;2023-07-15T04:00:00Z;81.2;76.3;86.9;23.3;1.5;3.9;58.1;1.0;0.15;0
32.36;-89.47;2023-07-15T05:00:00Z;79.3;76.2;85.7;20.7;1.6;4.5;58.2;1.0;0.15;0
32.36;-89.47;2023-07-15T06:00:00Z;77.3;76.0;84.5;18.2;1.8;5.1;58.3;1.0;0.15;0
32.36;-89.47;2023-07-15T07:00:00Z;77.4;75.8;84.1;19.3;2.5;7.2;66.2;1.0;0.00;0
32.36;-89.47;2023-07-15T08:00:00Z;77.5;75.5;83.8;20.3;3.2;9.5;230.0;1.0;0.00;0
32.36;-89.47;2023-07-15T09:00:00Z;77.6;75.2;83.5;21.3;4.0;12.0;233.3;1.0;0.00;0
32.36;-89.47;2023-07-15T10:00:00Z;77.7;74.9;83.2;22.3;4.7;14.7;234.1;1.0;0.00;0
32.36;-89.47;2023-07-15T11:00:00Z;77.7;74.7;83.0;23.3;5.4;16.3;234.5;1.0;0.00;0
32.36;-89.47;2023-07-15T12:00:00Z;77.8;74.4;84.6;24.4;6.2;17.9;234.7;1.0;0.00;0
32.36;-89.47;2023-07-15T13:00:00Z;80.0;74.6;89.5;25.9;5.6;17.9;237.6;2.1;0.16;0
32.36;-89.47;2023-07-15T14:00:00Z;82.1;74.8;94.4;27.3;4.9;15.8;241.3;2.7;0.16;0
32.36;-89.47;2023-07-15T15:00:00Z;84.2;75.1;98.7;28.8;4.3;13.8;246.3;3.2;0.16;0
32.36;-89.47;2023-07-15T16:00:00Z;86.3;75.3;102.0;30.3;3.7;11.2;253.3;3.8;0.16;0
32.36;-89.47;2023-07-15T17:00:00Z;88.4;75.5;104.3;31.8;3.0;8.5;263.2;4.3;0.16;0
32.36;-89.47;2023-07-15T18:00:00Z;90.6;75.8;105.6;33.2;2.4;6.2;277.3;4.8;0.16;0
32.36;-89.47;2023-07-15T19:00:00Z;89.5;76.1;103.8;32.7;2.6;4.5;262.0;16.7;0.68;1
32.36;-89.47;2023-07-15T20:00:00Z;88.4;76.4;101.4;32.2;2.8;4.9;245.4;16.5;0.68;1
32.36;-89.47;2023-07-15T21:00:00Z;87.4;76.7;98.5;31.7;3.0;5.3;230.2;16.5;0.68;1
32.36;-89.47;2023-07-15T22:00:00Z;86.3;77.1;96.3;31.2;3.2;5.7;217.7;16.4;0.68;1
32.36;-89.47;2023-07-15T23:00:00Z;85.3;77.4;93.5;30.7;3.4;6.1;208.2;16.3;0.68;1
32.36;-89.47;2023-07-16T00:00:00Z;84.2;77.7;90.7;30.2;3.6;6.6;201.1;16.3;0.69;0
32.36;-89.47;2023-07-16T01:00:00Z;82.9;77.2;87.9;28.8;3.9;7.4;195.3;1.0;0.00;0
32.36;-89.47;2023-07-16T02:00:00Z;81.7;76.6;86.7;27.4;4.2;8.3;190.2;1.0;0.00;0
32.36;-89.47;2023-07-16T03:00:00Z;80.4;76.1;85.6;26.1;4.5;9.2;185.7;1.0;0.00;0
32.36;-89.47;2023-07-16T04:00:00Z;79.2;75.5;84.4;24.7;4.8;10.0;181.7;1.0;0.00;0
32.36;-89.47;2023-07-16T05:00:00Z;77.9;75.0;83.3;23.3;5.1;10.7;178.3;1.0;0.00;0
32.36;-89.47;2023-07-16T06:00:00Z;76.6;74.5;82.2;21.9;5.4;11.4;175.3;1.0;0.00;0
32.36;-89.47;2023-07-16T07:00:00Z;76.9;74.5;82.3;22.4;5.7;13.7;185.6;1.0;0.00;0
32.36;-89.47;2023-07-16T08:00:00Z;77.1;74.5;82.4;22.9;6.0;16.0;195.9;1.0;0.00;0
32.36;-89.47;2023-07-16T09:00:00Z;77.3;74.5;82.5;23.4;6.2;18.2;205.6;1.0;0.00;0
32.36;-89.47;2023-07-16T10:00:00Z;77.5;74.5;82.6;23.9;6.5;20.5;214.3;1.0;0.00;0
32.36;-89.47;2023-07-16T11:00:00Z;77.7;74.5;82.7;24.4;6.8;22.8;221.9;1.0;0.00;0
32.36;-89.47;2023-07-16T12:00:00Z;78.0;74.5;84.5;24.8;7.1;25.0;228.2;1.0;0.00;0
32.36;-89.47;2023-07-16T13:00:00Z;78.3;74.6;87.7;23.4;7.0;25.0;224.9;7.3;0.90;1
32.36;-89.47;2023-07-16T14:00:00Z;78.5;74.8;90.8;22.0;7.0;23.7;221.4;12.0;0.90;1
32.36;-89.47;2023-07-16T15:00:00Z;78.8;74.9;93.2;20.6;6.9;22.4;217.8;16.5;0.90;1
32.36;-89.47;2023-07-16T16:00:00Z;79.1;75.1;95.3;19.2;6.8;21.0;214.2;20.6;0.90;1
32.36;-89.47;2023-07-16T17:00:00Z;79.4;75.2;96.6;17.8;6.7;19.7;210.5;24.4;0.90;1
32.36;-89.47;2023-07-16T18:00:00Z;79.7;75.4;97.1;16.3;6.7;18.3;206.8;27.9;0.90;1
32.36;-89.47;2023-07-16T19:00:00Z;80.6;75.6;97.2;18.7;6.5;17.0;205.9;1.0;0.00;0
32.36;-89.47;2023-07-16T20:00:00Z;81.5;75.8;96.7;21.0;6.3;16.4;204.9;1.0;0.00;0
32.36;-89.47;2023-07-16T21:00:00Z;82.4;76.0;95.5;23.3;6.1;15.8;203.9;1.0;0.00;0
32.36;-89.47;2023-07-16T22:00:00Z;83.3;76.2;94.4;25.6;5.9;15.1;202.8;1.0;0.00;0
32.36;-89.47;2023-07-16T23:00:00Z;84.3;76.5;92.6;28.0;5.7;14.5;201.6;1.0;0.00;0
32.36;-89.47;2023-07-17T00:00:00Z;85.2;76.7;90.8;30.3;5.5;13.9;200.4;1.0;0.00;0
32.36;-89.47;2023-07-17T01:00:00Z;84.0;76.2;88.0;29.6;5.6;14.8;199.4;1.0;0.00;0
32.36;-89.47;2023-07-17T02:00:00Z;82.9;75.7;86.9;29.0;5.6;16.3;198.4;1.0;0.00;0
32.36;-89.47;2023-07-17T03:00:00Z;81.8;75.3;85.9;28.3;5.7;17.8;197.5;1.0;0.00;0
32.36;-89.47;2023-07-17T04:00:00Z;80.7;74.8;84.9;27.6;5.7;19.3;196.6;1.0;0.00;0
32.36;-89.47;2023-07-17T05:00:00Z;79.6;74.3;83.9;27.0;5.8;20.8;195.7;1.0;0.00;0
32.36;-89.47;2023-07-17T06:00:00Z;78.5;73.8;82.9;26.3;5.9;22.3;194.8;1.0;0.00;0
32.36;-89.47;2023-07-17T07:00:00Z;78.4;73.7;82.7;26.3;6.5;23.8;205.3;1.0;0.00;0
32.36;-89.47;2023-07-17T08:00:00Z;78.3;73.6;82.5;26.4;7.1;25.2;214.7;1.0;0.00;0
32.36;-89.47;2023-07-17T09:00:00Z;78.2;73.6;82.4;26.4;7.7;26.7;222.7;1.0;0.00;0
32.36;-89.47;2023-07-17T10:00:00Z;78.2;73.5;82.2;26.4;8.4;28.2;229.4;1.0;0.00;0
32.36;-89.47;2023-07-17T11:00:00Z;78.1;73.4;82.0;26.4;9.0;29.7;234.8;1.0;0.00;0
32.36;-89.47;2023-07-17T12:00:00Z;78.0;73.3;83.8;26.4;9.6;31.1;239.3;1.0;0.00;0
32.36;-89.47;2023-07-17T13:00:00Z;79.8;73.4;88.6;26.9;9.4;31.1;246.2;4.2;0.40;2
32.36;-89.47;2023-07-17T14:00:00Z;81.6;73.6;93.6;27.3;9.2;28.3;254.1;5.6;0.40;1
32.36;-89.47;2023-07-17T15:00:00Z;83.4;73.7;98.1;27.8;9.0;25.4;262.9;6.9;0.39;1
32.36;-89.47;2023-07-17T16:00:00Z;85.2;73.8;100.7;28.3;8.8;22.6;272.1;8.2;0.39;1
32.36;-89.47;2023-07-17T17:00:00Z;87.1;74.0;102.2;28.7;8.6;19.8;281.4;9.3;0.39;1
32.36;-89.47;2023-07-17T18:00:00Z;88.9;74.1;102.7;29.2;8.3;16.9;290.3;10.4;0.39;1
32.36;-89.47;2023-07-17T19:00:00Z;87.6;74.6;100.1;28.6;7.7;14.3;284.4;27.7;1.13;1
32.36;-89.47;2023-07-17T20:00:00Z;86.3;75.0;97.1;27.9;7.1;13.9;274.6;27.6;1.13;1
32.36;-89.47;2023-07-17T21:00:00Z;85.1;75.5;93.9;27.3;6.5;13.5;257.3;27.7;1.13;1
32.36;-89.47;2023-07-17T22:00:00Z;83.8;75.9;92.2;26.7;5.8;13.2;228.1;27.9;1.13;1
32.36;-89.47;2023-07-17T23:00:00Z;82.6;76.4;90.0;26.1;5.2;12.7;195.7;28.3;1.13;1
32.36;-89.47;2023-07-18T00:00:00Z;81.3;76.9;87.8;25.4;4.6;12.2;174.4;28.8;1.13;0
32.36;-89.47;2023-07-18T01:00:00Z;80.5;76.4;85.7;24.5;4.7;13.1;178.7;1.0;0.00;0
32.36;-89.47;2023-07-18T02:00:00Z;79.6;76.0;84.9;23.5;4.8;14.9;182.9;1.0;0.00;0
32.36;-89.47;2023-07-18T03:00:00Z;78.7;75.5;84.1;22.6;5.0;16.7;187.0;1.0;0.00;0
32.36;-89.47;2023-07-18T04:00:00Z;77.8;75.1;83.3;21.7;5.1;18.4;190.8;1.0;0.00;0
32.36;-89.47;2023-07-18T05:00:00Z;77.0;74.6;82.5;20.7;5.2;20.0;194.3;1.0;0.00;0
32.36;-89.47;2023-07-18T06:00:00Z;76.1;74.2;81.7;19.8;5.4;21.6;197.7;1.0;0.00;0
32.36;-88.7;2023-07-09T06:00:00Z;73.5;73.4;79.7;14.5;6.0;16.4;214.3;1.0;0.00;0
32.36;-88.7;2023-07-09T07:00:00Z;72.6;72.2;78.9;8.3;4.3;16.4;208.9;1.0;0.00;0
32.36;-88.7;2023-07-09T08:00:00Z;72.9;72.5;79.0;15.6;4.8;12.3;222.7;1.0;0.00;0
32.36;-88.7;2023-07-09T09:00:00Z;72.7;72.7;78.9;14.0;5.6;15.7;226.0;1.0;0.00;0
32.36;-88.7;2023-07-09T10:00:00Z;72.6;72.4;78.5;15.0;5.9;19.2;225.3;1.0;0.00;0
32.36;-88.7;2023-07-09T11:00:00Z;72.6;72.0;78.4;15.4;5.6;20.4;238.5;1.0;0.00;0
32.36;-88.7;2023-07-09T12:00:00Z;73.7;72.5;81.5;15.4;6.2;20.9;238.5;1.0;0.00;0
32.36;-88.7;2023-07-09T13:00:00Z;76.3;74.3;87.7;21.2;4.1;20.9;235.4;1.0;0.00;0
32.36;-88.7;2023-07-09T14:00:00Z;80.0;74.9;92.5;24.8;8.3;20.2;256.7;1.0;0.00;0
32.36;-88.7;2023-07-09T15:00:00Z;83.0;76.2;96.9;27.4;6.5;20.2;262.2;1.0;0.00;0
32.36;-88.7;2023-07-09T16:00:00Z;84.8;76.5;100.5;30.2;6.4;12.9;262.3;4.2;0.08;0
32.36;-88.7;2023-07-09T17:00:00Z;87.2;75.6;103.3;32.3;6.4;10.9;270.0;1.0;0.00;0
