lat;lon;validdate;t_2m:F;dew_point_002m:F;t_apparent:F;visibility:km;wind_speed_10m:mph;wind_gusts_10m_1h:mph;wind_dir_10m:d;prob_precip_1h:p;precip_1h:mm;tstorm_warning_1h:idx
31.7;-89.13;2023-07-11T14:00:00Z;81.7;74.2;94.1;19.2;2.6;5.8;271.3;2.5;0.10;0
31.7;-89.13;2023-07-11T15:00:00Z;84.5;74.4;99.3;18.7;1.8;4.1;289.1;2.4;0.10;0
31.7;-89.13;2023-07-11T16:00:00Z;87.1;73.0;103.0;24.5;2.2;3.5;295.2;1.0;0.00;0
31.7;-89.13;2023-07-11T17:00:00Z;89.8;71.5;106.3;30.4;2.5;3.9;299.8;1.0;0.00;0
31.7;-89.13;2023-07-11T18:00:00Z;92.4;70.1;108.9;36.2;2.8;4.3;303.2;1.0;0.00;0
31.7;-89.13;2023-07-11T19:00:00Z;93.4;68.3;109.1;37.4;3.2;4.7;309.9;1.0;0.00;0
31.7;-89.13;2023-07-11T20:00:00Z;94.4;66.5;108.2;38.7;3.5;5.1;315.3;1.0;0.00;0
31.7;-89.13;2023-07-11T21:00:00Z;95.4;64.8;106.3;39.9;3.9;5.6;319.7;1.0;0.00;0
31.7;-89.13;2023-07-11T22:00:00Z;93.3;65.5;101.5;39.9;3.9;6.7;332.4;1.0;0.00;0
31.7;-89.13;2023-07-11T23:00:00Z;91.3;66.3;96.2;39.8;3.9;8.0;345.7;1.0;0.00;0
31.7;-89.13;2023-07-12T00:00:00Z;89.3;67.0;91.1;39.7;3.9;9.4;358.1;1.0;0.00;0
31.7;-89.13;2023-07-12T01:00:00Z;86.4;66.3;86.0;38.0;4.4;10.3;352.7;1.0;0.00;0
31.7;-89.13;2023-07-12T02:00:00Z;83.5;65.6;83.3;36.3;4.8;11.2;348.2;1.0;0.00;0
31.7;-89.13;2023-07-12T03:00:00Z;80.6;64.8;80.6;34.6;5.2;12.2;344.6;1.0;0.00;0
31.7;-89.13;2023-07-12T04:00:00Z;79.1;65.5;80.0;34.0;3.9;12.2;338.6;1.0;0.00;0
31.7;-89.13;2023-07-12T05:00:00Z;77.7;66.2;79.6;33.4;2.5;9.0;317.8;1.0;0.00;0
31.7;-89.13;2023-07-12T06:00:00Z;76.3;66.9;79.6;32.8;1.2;5.9;226.9;1.0;0.00;0
31.7;-89.13;2023-07-12T07:00:00Z;75.6;67.0;79.1;32.1;1.4;3.0;265.4;1.0;0.00;0
31.7;-89.13;2023-07-12T08:00:00Z;75.0;67.1;78.5;31.4;1.7;3.0;297.8;1.0;0.00;0
31.7;-89.13;2023-07-12T09:00:00Z;74.3;67.2;78.0;30.7;1.9;3.3;314.4;1.0;0.00;0
31.7;-89.13;2023-07-12T10:00:00Z;74.2;67.6;77.9;29.6;2.5;4.1;291.4;1.0;0.00;0
31.7;-89.13;2023-07-12T11:00:00Z;74.2;68.1;77.9;28.6;3.1;5.6;276.6;1.0;0.00;0
31.7;-89.13;2023-07-12T12:00:00Z;74.1;68.6;80.0;27.5;3.7;7.0;267.4;1.0;0.00;0
31.7;-89.13;2023-07-12T13:00:00Z;79.1;69.3;87.1;29.9;3.8;7.2;272.2;1.0;0.00;0
31.7;-89.13;2023-07-12T14:00:00Z;84.1;70.0;94.4;32.3;3.9;7.6;276.8;1.0;0.00;0
31.7;-89.13;2023-07-12T15:00:00Z;89.0;70.8;101.7;34.6;4.0;8.1;281.1;1.0;0.00;0
31.7;-89.13;2023-07-12T16:00:00Z;91.1;71.0;105.8;35.2;4.2;8.1;271.5;1.0;0.00;0
31.7;-89.13;2023-07-12T17:00:00Z;93.2;71.3;108.9;35.7;4.4;7.5;262.5;1.0;0.00;0
31.7;-89.13;2023-07-12T18:00:00Z;95.3;71.5;110.9;36.2;4.6;6.9;254.5;1.0;0.00;0
31.7;-89.13;2023-07-12T19:00:00Z;94.3;72.2;109.3;35.7;4.3;6.4;257.0;3.5;0.15;0
31.7;-89.13;2023-07-12T20:00:00Z;93.3;72.8;106.6;35.3;4.0;6.3;259.8;4.4;0.15;0
31.7;-89.13;2023-07-12T21:00:00Z;92.2;73.5;103.1;34.9;3.8;6.3;263.0;5.4;0.15;0
31.7;-89.13;2023-07-12T22:00:00Z;91.1;74.4;99.4;34.5;3.0;6.3;268.0;1.0;0.00;0
31.7;-89.13;2023-07-12T23:00:00Z;89.9;75.2;95.9;34.1;2.2;5.4;276.7;1.0;0.00;0
31.7;-89.13;2023-07-13T00:00:00Z;88.7;76.1;93.0;33.7;1.5;4.5;293.9;1.0;0.00;0
31.7;-89.13;2023-07-13T01:00:00Z;85.7;76.8;89.8;29.0;1.7;4.2;341.8;1.0;0.00;0
31.7;-89.13;2023-07-13T02:00:00Z;82.6;77.6;88.2;24.3;2.0;4.9;49.4;1.0;0.00;0
31.7;-89.13;2023-07-13T03:00:00Z;79.6;78.3;86.8;19.6;2.2;5.6;67.1;1.0;0.00;0
31.7;-89.13;2023-07-13T04:00:00Z;79.0;77.8;86.0;19.6;2.9;7.7;136.9;1.0;0.00;0
31.7;-89.13;2023-07-13T05:00:00Z;78.4;77.2;85.2;19.6;3.6;9.8;204.7;1.0;0.00;0
31.7;-89.13;2023-07-13T06:00:00Z;77.9;76.7;84.4;19.6;4.3;12.1;214.8;1.0;0.00;0
31.7;-89.13;2023-07-13T07:00:00Z;77.6;76.0;83.8;20.9;4.8;14.5;221.3;1.0;0.00;0
31.7;-89.13;2023-07-13T08:00:00Z;77.4;75.2;83.1;22.2;5.2;17.2;226.7;1.0;0.00;0
31.7;-89.13;2023-07-13T09:00:00Z;77.1;74.5;82.4;23.5;5.7;19.6;231.1;1.0;0.00;0
31.7;-89.13;2023-07-13T10:00:00Z;77.5;74.8;82.8;23.1;5.6;20.3;235.6;1.0;0.00;0
31.7;-89.13;2023-07-13T11:00:00Z;77.8;75.1;83.2;22.6;5.5;20.9;240.4;1.0;0.00;0
31.7;-89.13;2023-07-13T12:00:00Z;78.2;75.4;85.5;22.2;5.3;21.3;245.4;1.0;0.00;0
31.7;-89.13;2023-07-13T13:00:00Z;81.1;75.6;90.8;25.5;5.6;21.3;252.7;1.0;0.00;0
31.7;-89.13;2023-07-13T14:00:00Z;84.0;75.8;96.3;28.7;5.8;18.6;259.5;1.0;0.00;0
31.7;-89.13;2023-07-13T15:00:00Z;87.0;75.9;101.5;32.0;6.0;15.5;265.6;1.0;0.00;0
31.7;-89.13;2023-07-13T16:00:00Z;88.9;76.1;105.5;32.9;5.1;12.7;261.4;1.0;0.09;0
31.7;-89.13;2023-07-13T17:00:00Z;90.9;76.2;108.5;33.7;4.2;9.6;255.1;2.0;0.09;0
31.7;-89.13;2023-07-13T18:00:00Z;92.9;76.3;110.5;34.6;3.2;6.9;245.3;2.3;0.09;0
31.7;-89.13;2023-07-13T19:00:00Z;93.7;75.5;110.3;35.1;3.2;4.8;239.1;1.0;0.00;0
31.7;-89.13;2023-07-13T20:00:00Z;94.5;74.8;108.5;35.6;3.1;4.7;232.7;1.0;0.00;0
31.7;-89.13;2023-07-13T21:00:00Z;95.3;74.1;105.4;36.1;3.1;4.7;226.1;1.0;0.00;0
31.7;-89.13;2023-07-13T22:00:00Z;90.3;75.1;98.3;28.6;4.1;6.3;194.0;41.8;1.30;1
31.7;-89.13;2023-07-13T23:00:00Z;85.2;76.2;92.4;21.2;5.0;8.5;172.9;33.9;1.30;1
31.7;-89.13;2023-07-14T00:00:00Z;80.2;77.2;87.4;13.7;6.0;10.6;161.1;24.3;1.30;1
31.7;-89.13;2023-07-14T01:00:00Z;79.1;76.7;85.0;15.5;5.4;10.9;161.5;1.0;0.00;0
31.7;-89.13;2023-07-14T02:00:00Z;78.1;76.2;84.1;17.3;4.8;12.1;162.1;1.0;0.00;0
31.7;-89.13;2023-07-14T03:00:00Z;77.0;75.7;83.4;19.1;4.2;12.8;162.8;1.0;0.00;0
31.7;-89.13;2023-07-14T04:00:00Z;77.0;75.4;83.3;20.1;4.1;13.3;180.0;1.0;0.00;0
31.7;-89.13;2023-07-14T05:00:00Z;77.0;75.2;83.2;21.1;4.0;13.7;200.5;1.0;0.00;0
31.7;-89.13;2023-07-14T06:00:00Z;77.0;75.0;83.1;22.2;3.9;14.2;219.7;1.0;0.00;0
31.7;-89.13;2023-07-14T07:00:00Z;77.0;75.1;82.9;21.7;4.7;16.4;223.3;1.0;0.00;0
31.7;-89.13;2023-07-14T08:00:00Z;76.9;75.3;82.8;21.2;5.5;18.5;225.8;1.0;0.00;0
31.7;-89.13;2023-07-14T09:00:00Z;76.9;75.4;82.7;20.8;6.3;19.3;227.6;1.0;0.00;0
31.7;-89.13;2023-07-14T10:00:00Z;77.0;75.0;82.6;21.7;6.1;19.3;232.0;1.0;0.00;0
31.7;-89.13;2023-07-14T11:00:00Z;77.1;74.6;82.5;22.7;5.8;19.3;236.7;1.0;0.00;0
31.7;-89.13;2023-07-14T12:00:00Z;77.2;74.3;84.3;23.6;5.6;19.2;241.8;1.0;0.00;0
31.7;-89.13;2023-07-14T13:00:00Z;80.1;74.5;89.8;26.5;5.6;19.2;249.1;1.0;0.00;0
31.7;-89.13;2023-07-14T14:00:00Z;83.1;74.7;95.5;29.4;5.7;17.5;256.5;1.0;0.00;0
31.7;-89.13;2023-07-14T15:00:00Z;86.0;75.0;100.9;32.3;5.7;15.9;263.6;1.0;0.00;0
31.7;-89.13;2023-07-14T16:00:00Z;88.5;74.3;105.1;33.6;5.3;14.3;259.4;1.0;0.00;0
31.7;-89.13;2023-07-14T17:00:00Z;91.1;73.7;108.5;34.9;4.8;11.5;254.4;1.0;0.00;0
31.7;-89.13;2023-07-14T18:00:00Z;93.6;73.0;110.8;36.1;4.4;8.8;248.4;1.0;0.00;0
31.7;-89.13;2023-07-14T19:00:00Z;94.4;72.5;110.8;37.0;4.0;6.4;249.4;1.0;0.00;0
31.7;-89.13;2023-07-14T20:00:00Z;95.3;71.9;109.6;37.8;3.6;5.7;250.5;1.0;0.00;0
31.7;-89.13;2023-07-14T21:00:00Z;96.2;71.4;107.5;38.7;3.2;5.2;252.0;1.0;0.00;0
31.7;-89.13;2023-07-14T22:00:00Z;94.2;72.9;103.1;37.3;3.1;5.2;233.7;1.0;0.00;0
31.7;-89.13;2023-07-14T23:00:00Z;92.3;74.5;98.7;36.0;3.0;6.1;210.8;1.0;0.00;0
31.7;-89.13;2023-07-15T00:00:00Z;90.3;76.0;94.7;34.7;2.9;6.9;189.3;1.0;0.00;0
31.7;-89.13;2023-07-15T01:00:00Z;88.8;75.6;91.3;34.0;3.4;7.8;195.4;1.0;0.00;0
31.7;-89.13;2023-07-15T02:00:00Z;87.3;75.2;89.9;33.4;4.0;8.7;200.0;1.0;0.00;0
31.7;-89.13;2023-07-15T03:00:00Z;85.7;74.7;88.6;32.7;4.5;9.6;203.4;1.0;0.00;0
31.7;-89.13;2023-07-15T04:00:00Z;84.2;74.3;87.2;32.0;5.1;10.5;206.1;1.0;0.00;0
31.7;-89.13;2023-07-15T05:00:00Z;82.6;73.9;85.8;31.4;5.7;11.4;208.2;1.0;0.00;0
31.7;-89.13;2023-07-15T06:00:00Z;81.1;73.4;84.5;30.7;6.2;12.3;209.9;1.0;0.00;0
31.7;-89.13;2023-07-15T07:00:00Z;80.8;73.8;84.5;29.8;6.0;12.3;215.4;1.0;0.00;0
31.7;-89.13;2023-07-15T08:00:00Z;80.5;74.2;84.5;28.8;5.7;12.3;221.6;1.0;0.00;0
31.7;-89.13;2023-07-15T09:00:00Z;80.2;74.6;84.5;27.9;5.5;13.2;228.7;1.0;0.00;0
31.7;-89.13;2023-07-15T10:00:00Z;79.8;75.0;84.5;27.0;5.3;13.8;236.6;1.0;0.00;0
31.7;-89.13;2023-07-15T11:00:00Z;79.5;75.4;84.5;26.1;5.0;14.3;244.9;1.0;0.00;0
31.7;-89.13;2023-07-15T12:00:00Z;79.2;75.8;86.5;25.2;4.8;14.6;253.5;1.0;0.00;0
31.7;-89.13;2023-07-15T13:00:00Z;81.7;75.5;91.5;26.8;4.6;14.6;249.1;1.0;0.05;0
31.7;-89.13;2023-07-15T14:00:00Z;84.2;75.3;96.5;28.5;4.5;13.0;244.3;1.0;0.05;0
31.7;-89.13;2023-07-15T15:00:00Z;86.7;75.0;101.1;30.2;4.3;11.3;239.1;2.3;0.05;0
31.7;-89.13;2023-07-15T16:00:00Z;89.2;74.8;104.4;31.9;4.2;9.8;233.4;2.6;0.05;0
31.7;-89.13;2023-07-15T17:00:00Z;91.7;74.5;106.7;33.6;4.0;8.3;227.3;2.8;0.05;0
31.7;-89.13;2023-07-15T18:00:00Z;94.2;74.3;108.0;35.3;3.8;6.9;221.0;3.0;0.05;0
31.7;-89.13;2023-07-15T19:00:00Z;92.0;74.7;105.0;33.5;3.5;5.5;215.4;57.9;1.64;1
31.7;-89.13;2023-07-15T20:00:00Z;89.8;75.2;101.4;31.7;3.2;5.2;207.6;53.5;1.64;1
31.7;-89.13;2023-07-15T21:00:00Z;87.6;75.6;97.6;30.0;2.9;4.8;196.7;49.2;1.64;1
31.7;-89.13;2023-07-15T22:00:00Z;85.3;76.1;94.9;28.2;2.6;4.4;181.8;45.0;1.64;1
31.7;-89.13;2023-07-15T23:00:00Z;83.1;76.5;91.7;26.4;2.3;4.1;163.5;41.1;1.64;1
31.7;-89.13;2023-07-16T00:00:00Z;80.9;77.0;88.5;24.7;2.0;3.7;144.7;37.6;1.64;1
31.7;-89.13;2023-07-16T01:00:00Z;80.1;76.7;86.2;23.3;2.4;4.2;157.4;1.0;0.00;0
31.7;-89.13;2023-07-16T02:00:00Z;79.4;76.4;85.5;21.9;2.8;5.3;167.3;1.0;0.00;0
31.7;-89.13;2023-07-16T03:00:00Z;78.6;76.1;84.8;20.5;3.1;6.7;174.9;1.0;0.00;0
31.7;-89.13;2023-07-16T04:00:00Z;77.8;75.8;84.1;19.1;3.5;8.2;180.7;1.0;0.00;0
31.7;-89.13;2023-07-16T05:00:00Z;77.0;75.5;83.4;17.7;3.9;9.7;185.2;1.0;0.00;0
31.7;-89.13;2023-07-16T06:00:00Z;76.3;75.2;82.7;16.3;4.2;11.4;188.7;1.0;0.00;0
31.7;-89.13;2023-07-16T07:00:00Z;76.6;75.4;82.9;17.1;4.5;12.6;196.2;1.0;0.00;0
31.7;-89.13;2023-07-16T08:00:00Z;76.9;75.6;83.1;17.8;4.7;13.9;203.3;1.0;0.00;0
31.7;-89.13;2023-07-16T09:00:00Z;77.2;75.8;83.4;18.6;4.9;15.2;209.8;1.0;0.00;0
31.7;-89.13;2023-07-16T10:00:00Z;77.5;76.0;83.6;19.3;5.1;16.5;215.8;1.0;0.00;0
31.7;-89.13;2023-07-16T11:00:00Z;77.8;76.2;83.9;20.1;5.4;17.9;221.0;1.0;0.00;0
31.7;-89.13;2023-07-16T12:00:00Z;78.1;76.4;85.9;20.8;5.6;19.2;225.6;1.0;0.00;0
31.7;-89.13;2023-07-16T13:00:00Z;80.4;76.4;90.7;23.1;5.8;19.2;229.5;1.0;0.08;0
31.7;-89.13;2023-07-16T14:00:00Z;82.7;76.4;95.5;25.3;5.9;17.8;233.2;1.0;0.08;0
31.7;-89.13;2023-07-16T15:00:00Z;85.1;76.4;99.9;27.5;6.1;16.4;236.7;2.1;0.08;0
31.7;-89.13;2023-07-16T16:00:00Z;87.4;76.3;103.2;29.7;6.3;15.1;240.0;2.4;0.08;0
31.7;-89.13;2023-07-16T17:00:00Z;89.8;76.3;105.7;31.9;6.5;13.7;243.1;2.7;0.08;0
31.7;-89.13;2023-07-16T18:00:00Z;92.1;76.3;107.3;34.2;6.7;12.4;246.0;3.0;0.08;0
31.7;-89.13;2023-07-16T19:00:00Z;90.5;76.2;104.7;33.5;6.6;11.1;236.4;24.6;0.93;1
31.7;-89.13;2023-07-16T20:00:00Z;88.9;76.1;101.6;32.8;6.6;11.2;224.9;24.2;0.93;1
31.7;-89.13;2023-07-16T21:00:00Z;87.2;75.9;98.1;32.0;6.6;11.2;212.1;23.8;0.93;1
31.7;-89.13;2023-07-16T22:00:00Z;85.6;75.8;94.9;31.3;6.5;11.2;199.2;23.4;0.93;1
31.7;-89.13;2023-07-16T23:00:00Z;84.0;75.7;91.4;30.6;6.5;11.2;187.3;23.1;0.93;1
31.7;-89.13;2023-07-17T00:00:00Z;82.4;75.6;87.9;29.9;6.5;11.3;177.2;22.8;0.93;0
31.7;-89.13;2023-07-17T01:00:00Z;81.7;75.6;85.9;28.7;6.3;12.7;179.2;1.0;0.00;0
31.7;-89.13;2023-07-17T02:00:00Z;81.1;75.6;85.5;27.5;6.2;14.4;181.4;1.0;0.00;0
31.7;-89.13;2023-07-17T03:00:00Z;80.4;75.7;85.1;26.3;6.0;16.0;183.7;1.0;0.00;0
31.7;-89.13;2023-07-17T04:00:00Z;79.7;75.7;84.7;25.1;5.8;17.7;186.1;1.0;0.00;0
31.7;-89.13;2023-07-17T05:00:00Z;79.0;75.8;84.4;23.9;5.6;19.3;188.7;1.0;0.00;0
31.7;-89.13;2023-07-17T06:00:00Z;78.4;75.8;84.0;22.7;5.5;20.7;191.4;1.0;0.00;0
31.7;-89.13;2023-07-17T07:00:00Z;78.4;75.6;83.8;23.2;6.0;21.6;198.4;1.0;0.00;0
31.7;-89.13;2023-07-17T08:00:00Z;78.4;75.4;83.6;23.6;6.5;22.2;204.5;1.0;0.00;0
31.7;-89.13;2023-07-17T09:00:00Z;78.5;75.1;83.5;24.0;7.0;22.8;209.8;1.0;0.00;0
31.7;-89.13;2023-07-17T10:00:00Z;78.5;74.9;83.3;24.4;7.4;23.4;214.3;1.0;0.00;0
31.7;-89.13;2023-07-17T11:00:00Z;78.5;74.7;83.1;24.8;7.9;24.0;218.2;1.0;0.00;0
31.7;-89.13;2023-07-17T12:00:00Z;78.6;74.4;84.8;25.2;8.4;24.6;221.6;1.0;0.00;0
31.7;-89.13;2023-07-17T13:00:00Z;81.1;74.5;90.1;26.8;8.0;24.6;223.0;1.0;0.00;0
31.7;-89.13;2023-07-17T14:00:00Z;83.6;74.5;95.6;28.4;7.6;22.2;224.6;1.0;0.00;0
31.7;-89.13;2023-07-17T15:00:00Z;86.1;74.5;100.6;30.0;7.2;19.7;226.3;1.0;0.00;0
31.7;-89.13;2023-07-17T16:00:00Z;88.6;74.5;104.1;31.6;6.8;17.3;228.3;1.0;0.00;0
31.7;-89.13;2023-07-17T17:00:00Z;91.1;74.5;106.6;33.2;6.4;14.9;230.5;1.0;0.00;0
31.7;-89.13;2023-07-17T18:00:00Z;93.6;74.5;108.1;34.8;6.0;12.5;232.9;1.0;0.00;0
31.7;-89.13;2023-07-17T19:00:00Z;91.4;75.1;105.0;32.0;5.2;10.1;230.7;27.2;2.86;1
31.7;-89.13;2023-07-17T20:00:00Z;89.1;75.8;101.3;29.3;4.4;9.3;227.3;30.5;2.86;1
31.7;-89.13;2023-07-17T21:00:00Z;86.8;76.4;97.5;26.6;3.6;8.4;221.3;34.1;2.86;1
31.7;-89.13;2023-07-17T22:00:00Z;84.5;77.1;94.9;23.9;2.8;7.3;209.2;38.0;2.86;1
31.7;-89.13;2023-07-17T23:00:00Z;82.2;77.7;91.8;21.2;2.0;5.9;178.3;42.0;2.86;1
31.7;-89.13;2023-07-18T00:00:00Z;80.0;78.3;89.0;18.5;1.2;4.3;124.6;46.4;2.86;1
31.7;-89.13;2023-07-18T01:00:00Z;79.2;77.7;86.4;18.2;1.9;4.8;151.4;1.0;0.00;0
31.7;-89.13;2023-07-18T02:00:00Z;78.4;77.0;85.3;17.9;2.5;7.3;165.7;1.0;0.00;0
31.7;-89.13;2023-07-18T03:00:00Z;77.7;76.3;84.4;17.5;3.2;10.1;173.7;1.0;0.00;0
31.7;-89.13;2023-07-18T04:00:00Z;76.9;75.7;83.4;17.2;3.8;13.1;178.5;1.0;0.00;0
31.7;-89.13;2023-07-18T05:00:00Z;76.1;75.0;82.4;16.9;4.5;16.2;181.8;1.0;0.00;0
31.7;-89.13;2023-07-18T06:00:00Z;75.4;74.3;81.5;16.6;5.1;19.4;184.1;1.0;0.00;0
